Column1,Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1614,1615,,160,4,21,1476,1,0,3,3,0,4,0,10,2,2,3,4,4,7,1970,1970,1,0,5,5,1,0,3,4,1,3,3,3,2,176,5,0,370,546,0,0,1,3,546,546,0,1092,0,0,1,1,3,1,3,5,6,0,2,1,1977.721217,2,0,0,3,4,2,200,26,0,0,0,0,0,2,2,0,3,2010,8,4
1615,1616,,160,4,21,1900,1,0,3,3,0,4,0,10,2,2,4,4,4,4,1970,1970,1,0,5,5,1,0,3,4,1,3,3,3,5,0,5,0,546,546,0,0,1,3,546,546,0,1092,0,0,1,1,3,1,3,5,6,0,2,1,1977.721217,2,0,0,3,4,2,0,0,0,0,0,0,0,2,2,0,6,2010,8,4
1616,1617,,160,4,21,1890,1,0,3,3,0,4,0,10,2,2,4,4,4,6,1972,1972,1,0,5,5,1,0,3,4,1,3,3,3,4,294,5,0,252,546,0,4,1,3,546,546,0,1092,0,0,1,1,3,1,3,5,6,0,2,1,1972,2,1,286,3,4,2,0,0,64,0,0,0,0,2,2,0,6,2010,8,4
1617,1618,,20,3,50,6953,1,0,3,3,0,4,0,11,2,2,0,2,5,7,1971,2004,1,0,10,12,1,0,3,2,1,3,3,3,0,469,5,0,395,864,0,0,1,3,874,0,0,874,0,0,1,0,3,1,3,5,6,0,2,5,1971,2,1,352,3,4,2,0,0,0,0,0,0,0,2,2,0,6,2010,3,4
1618,1619,,20,3,76,12887,1,0,3,3,0,4,0,11,2,2,0,2,5,7,1984,1984,1,0,10,12,1,0,3,4,1,2,3,2,4,207,2,590,36,833,0,4,1,3,833,0,0,833,1,0,1,0,2,1,2,5,6,0,2,1,1984,2,2,495,3,4,2,431,0,0,0,0,0,0,2,2,0,4,2010,8,4
1619,1620,,90,3,70,7700,1,0,3,3,0,4,0,11,2,2,2,4,5,2,1985,1986,1,0,6,6,1,0,3,3,2,3,3,3,5,0,5,0,1216,1216,0,2,1,3,1216,1216,0,2432,0,0,4,2,4,2,3,10,6,0,2,1,1985,2,2,616,3,1,2,200,0,0,0,0,0,0,2,2,600,2,2010,8,4
1620,1621,,60,3,63,10475,1,0,3,3,0,4,0,11,2,2,0,4,5,5,1991,1991,1,0,6,6,1,0,3,4,2,2,3,3,4,458,5,0,166,624,0,2,1,3,624,650,0,1274,0,0,1,1,3,1,3,6,6,0,2,5,1993,2,2,576,3,4,2,22,0,0,0,0,0,0,1,2,0,3,2010,8,4
1621,1622,,50,3,68,10544,1,0,0,3,0,4,1,11,2,2,0,0,5,5,1969,1969,1,0,6,6,1,0,3,4,1,3,3,0,1,476,5,0,388,864,0,4,1,3,864,615,0,1479,0,0,2,0,5,1,3,8,6,0,2,1,1969,0,1,275,3,4,2,287,0,280,0,0,0,0,2,2,0,4,2010,8,4
1622,1623,,20,3,76,9892,1,0,3,3,0,4,1,11,2,2,0,2,8,5,1994,1995,3,0,10,12,1,0,2,2,2,2,1,1,2,1341,3,284,54,1679,0,0,1,3,1803,0,0,1803,1,1,2,1,3,1,2,6,6,2,4,1,1994,2,2,482,3,4,2,129,64,222,0,0,0,0,1,2,0,2,2010,8,4
1623,1624,,60,3,74,12961,1,0,3,3,0,4,0,11,2,2,0,4,6,5,1993,1994,1,0,10,12,1,0,2,2,2,2,3,2,2,944,5,0,208,1152,0,0,1,3,1152,645,0,1797,1,0,2,1,3,1,2,7,6,1,1,1,1993,0,2,616,3,4,2,162,312,0,0,0,0,0,2,2,0,3,2010,8,4
1624,1625,,20,3,74,13008,1,0,0,3,0,4,0,12,2,2,0,2,6,5,1956,1956,1,0,7,8,1,0,3,4,1,1,0,3,4,564,5,0,318,882,0,4,1,3,882,0,0,882,0,0,1,0,2,1,3,5,6,0,2,1,1956,2,1,502,3,4,2,0,0,0,0,0,0,0,2,2,0,10,2009,8,4
1625,1626,,20,3,85,10200,1,0,3,3,0,4,0,12,2,2,0,2,6,5,1974,1974,3,0,8,9,1,440,3,4,1,3,3,3,3,844,5,0,590,1434,0,4,1,3,1434,0,0,1434,1,0,2,0,4,1,3,7,6,1,2,1,1974,1,2,528,3,4,2,80,21,0,0,0,0,0,2,2,0,6,2009,8,4
1626,1627,,60,3,88,10179,1,0,0,3,0,0,0,8,2,2,0,4,6,5,1997,1997,1,0,10,12,1,0,3,4,2,2,3,3,0,847,5,0,98,945,0,0,1,3,945,663,0,1608,0,0,2,1,3,1,3,7,6,1,4,1,1997,0,2,470,3,4,2,252,30,0,0,0,0,0,2,2,0,7,2009,8,4
1627,1628,,60,3,68.58035714,11792,1,0,0,3,0,4,0,8,2,2,0,4,8,5,2003,2003,1,0,10,12,1,188,2,4,2,2,3,1,2,850,5,0,158,1008,0,0,1,3,1008,1275,0,2283,0,0,2,1,4,1,2,9,6,1,2,3,2003,0,3,632,3,4,2,120,46,0,0,0,0,0,2,2,0,8,2009,8,4
1628,1629,,80,3,60,8400,1,0,3,3,0,4,0,8,2,2,0,6,7,5,1996,1997,1,0,6,6,1,32,3,4,2,2,3,3,2,284,5,0,100,384,0,2,1,3,958,670,0,1628,0,0,2,1,3,1,3,7,6,1,4,3,1996,0,2,390,3,4,2,48,72,0,0,0,0,0,2,2,490,6,2009,8,4
1629,1630,,120,3,28,7296,1,0,0,3,0,1,0,22,2,2,4,2,8,5,2004,2005,1,0,5,5,1,0,2,4,2,0,3,0,2,1965,5,0,243,2208,0,0,1,3,2522,0,0,2522,1,0,2,0,1,1,2,8,6,1,2,1,2004,0,2,564,3,4,2,182,57,0,0,0,0,0,2,2,0,11,2009,8,4
1630,1631,,120,3,61,7380,1,0,0,3,0,0,0,22,2,2,0,2,8,5,1998,1998,1,0,5,5,1,0,3,4,2,2,3,0,2,341,5,0,1077,1418,0,0,1,3,1478,0,0,1478,1,0,2,0,2,1,3,5,6,0,2,1,1998,0,2,495,3,4,2,168,43,0,0,0,0,0,2,2,0,7,2009,8,4
1631,1632,,120,3,57,8013,1,0,0,3,0,0,0,22,2,2,4,2,8,5,1995,1996,1,0,5,5,1,0,2,4,2,2,3,3,2,741,5,0,846,1587,0,0,1,3,1734,0,0,1734,1,0,2,0,2,1,2,6,6,0,2,1,1995,1,2,528,3,4,2,52,50,0,0,0,0,0,2,2,0,9,2009,8,4
1632,1633,,80,3,57,8923,1,0,0,3,0,4,0,8,2,2,0,6,7,5,1998,1998,1,0,10,12,1,0,2,4,2,2,3,3,2,189,5,0,195,384,0,2,1,3,751,631,0,1382,0,0,2,1,3,1,3,7,6,1,4,3,1998,0,2,396,3,4,2,256,0,0,0,0,0,0,2,2,0,2,2009,8,4
1633,1634,,60,3,60,7500,1,0,3,3,0,4,0,8,2,2,0,4,6,5,1998,1999,1,0,10,12,1,0,2,4,2,2,3,3,2,476,5,0,476,952,0,2,1,3,952,684,0,1636,1,0,2,1,3,1,3,7,6,1,4,1,1998,0,2,440,3,4,2,0,84,0,0,0,0,0,2,2,0,10,2009,8,4
1634,1635,,60,3,68.58035714,8803,1,0,0,3,0,4,0,8,2,2,0,4,6,5,1994,1995,1,0,6,6,1,0,3,4,2,2,3,3,2,600,5,0,107,707,0,2,1,3,707,809,0,1516,1,0,2,1,3,1,2,7,6,1,4,1,1994,0,2,409,3,4,2,0,46,0,0,0,0,0,2,2,0,7,2009,8,4
1635,1636,,20,3,58,7250,1,0,3,3,0,4,0,8,2,2,0,2,6,5,1993,1993,1,0,6,6,1,45,3,4,2,2,3,3,5,0,5,0,1181,1181,0,0,1,3,1190,0,0,1190,0,0,2,0,3,1,2,6,6,1,4,1,1993,2,2,430,3,4,2,0,21,0,0,0,0,0,2,2,0,11,2009,8,4
1636,1637,,60,3,85,11900,1,0,3,3,0,4,0,8,2,2,0,4,5,6,1977,1977,1,0,6,13,1,157,3,4,2,2,3,3,0,400,5,0,722,1122,0,0,1,3,946,988,0,1934,1,0,2,1,3,1,3,6,6,1,4,1,1977,2,2,567,3,4,1,0,176,0,0,200,0,0,2,2,0,7,2009,8,4
1637,1638,,60,3,68.58035714,13250,1,0,0,3,0,4,0,14,8,2,0,4,7,6,1978,1978,1,0,6,6,1,256,3,4,1,2,3,3,5,0,5,0,832,832,0,4,1,3,1154,896,0,2050,0,0,2,1,4,1,2,8,6,1,4,1,1978,1,2,529,3,4,2,192,192,0,0,0,0,0,2,2,0,5,2009,8,0
1638,1639,,20,3,80,10928,1,0,3,3,0,4,0,14,2,2,0,2,6,6,1978,1986,1,0,10,12,1,101,3,4,2,3,3,3,3,363,5,0,1064,1427,0,4,1,3,1671,0,0,1671,0,0,2,0,3,1,3,7,6,1,4,1,1978,1,2,484,3,4,2,252,55,0,0,0,0,0,2,2,0,8,2009,8,4
1639,1640,,60,3,68.58035714,12388,1,0,0,3,0,4,0,14,2,2,0,4,7,7,1980,1991,1,0,8,9,1,229,3,4,1,2,3,3,0,602,5,0,441,1043,0,4,1,3,1539,1134,0,2673,0,0,2,1,4,1,2,9,6,1,4,3,1980,1,2,441,3,4,2,178,84,0,0,0,0,0,2,2,0,8,2009,8,4
1640,1641,,20,3,80,11088,1,0,3,3,0,4,0,14,2,2,0,2,6,5,1978,1998,1,0,6,6,1,144,3,4,2,3,3,3,0,832,5,0,308,1140,0,2,1,3,1707,0,0,1707,0,0,2,0,3,1,3,7,6,1,4,1,1978,0,2,479,3,4,2,0,0,0,0,0,0,0,2,2,0,5,2009,8,4
1641,1642,,60,1,70,7000,1,0,3,3,0,4,0,21,2,2,0,4,7,5,2003,2003,1,0,5,5,1,0,2,4,2,2,3,2,2,622,5,0,304,926,0,0,1,3,1016,868,0,1884,1,0,2,1,3,1,0,7,6,1,0,1,2003,1,2,581,3,4,2,0,35,0,0,0,0,0,2,2,0,6,2009,8,4
1642,1643,,60,1,68.58035714,7500,1,0,3,3,0,4,0,21,8,2,0,4,8,5,2000,2001,1,0,10,12,1,0,2,4,2,2,3,3,5,0,5,0,1058,1058,0,0,1,3,1058,816,0,1874,0,0,2,1,3,1,2,7,6,1,4,1,2000,0,2,588,3,4,2,0,134,0,0,0,0,0,2,2,0,3,2009,8,4
1643,1644,,60,1,68.58035714,8470,1,0,3,3,0,0,0,21,2,2,0,4,8,5,2002,2002,1,0,10,12,1,0,2,4,2,2,3,3,2,225,0,276,471,972,0,0,1,3,972,839,0,1811,0,0,2,1,3,1,2,7,6,1,2,1,2002,1,2,565,3,4,2,225,48,0,0,0,0,0,2,2,0,10,2009,8,4
1644,1645,,20,3,68.58035714,9373,1,0,0,3,0,1,0,14,4,2,0,2,5,7,1975,1975,1,0,6,6,1,161,3,4,1,2,3,0,0,1333,3,168,120,1621,0,4,1,3,1621,0,0,1621,1,0,2,0,3,1,3,7,6,2,1,1,1975,1,2,478,3,4,2,0,0,0,0,490,0,0,2,2,0,6,2009,8,4
1645,1646,,20,3,78,10140,1,0,3,3,0,4,0,14,2,2,0,2,6,6,1974,1974,3,0,8,9,1,196,3,4,1,3,3,3,0,888,5,0,228,1116,0,0,1,3,1116,0,0,1116,1,0,2,0,3,1,3,6,6,1,4,1,1974,1,2,528,3,4,2,0,0,0,0,0,0,0,1,2,0,4,2009,8,4
1646,1647,,20,3,85,11050,1,0,0,3,0,0,0,14,2,2,0,2,7,5,1975,1975,1,0,8,9,1,0,3,4,1,3,3,3,0,636,5,0,540,1176,0,1,1,3,1193,0,0,1193,0,0,2,0,3,1,3,5,6,1,4,1,1975,2,2,506,3,4,2,40,0,0,0,0,0,0,2,2,0,8,2009,8,4
1647,1648,,20,3,68.58035714,7830,1,0,0,3,0,4,0,12,2,2,0,2,5,5,1970,1970,1,0,6,6,1,0,3,4,1,3,3,3,5,0,5,0,1180,1180,0,4,1,3,1180,0,0,1180,0,0,1,1,2,1,3,6,6,0,2,1,1970,1,2,477,3,4,2,0,45,0,0,0,0,0,2,2,0,3,2009,0,4
1648,1649,,20,3,68.58035714,8510,1,0,0,3,0,4,0,12,2,2,0,2,5,7,1971,1971,1,0,8,9,1,178,3,4,1,2,3,3,0,500,5,0,543,1043,0,0,1,3,1050,0,0,1050,1,0,1,1,3,1,3,6,6,0,2,1,1971,2,1,336,3,4,2,0,0,0,0,0,0,0,2,2,0,7,2009,8,4
1649,1650,,20,3,60,7038,1,0,3,3,0,4,0,12,2,2,0,2,4,6,1970,1970,1,0,10,12,1,0,3,4,1,3,3,3,0,726,5,0,138,864,0,4,1,3,864,0,0,864,1,0,1,0,3,1,3,5,6,0,2,5,2001,2,2,576,3,4,2,210,0,0,0,0,0,0,0,2,0,9,2009,8,0
1650,1651,,20,3,60,9000,1,0,3,3,0,2,0,12,2,2,0,2,4,7,1971,2006,1,0,10,12,1,0,3,2,1,3,3,3,0,240,5,0,624,864,0,2,1,3,864,0,0,864,0,0,1,0,3,1,3,5,6,0,2,5,1986,2,2,576,3,4,2,200,0,0,0,0,0,0,1,2,0,7,2009,8,4
1651,1652,,160,4,21,1680,1,0,3,3,0,4,0,2,2,2,3,4,6,5,1973,1973,1,0,6,6,1,504,3,4,1,3,3,3,1,254,5,0,229,483,0,4,1,3,483,504,0,987,1,0,1,1,2,1,3,5,6,0,2,5,1973,2,1,264,3,4,2,0,0,0,0,0,0,0,2,2,0,7,2009,8,4
1652,1653,,160,4,21,1680,1,0,3,3,0,4,0,2,2,2,3,4,6,6,1972,1972,1,0,6,6,1,425,3,4,1,3,3,3,4,110,3,294,79,483,0,4,1,3,483,504,0,987,1,0,1,1,2,1,3,5,6,0,2,5,1972,2,1,288,3,4,2,0,0,0,0,0,0,0,2,2,0,7,2009,8,4
1653,1654,,160,3,24,2308,1,0,3,3,0,2,0,13,2,2,4,4,6,5,1976,1976,1,0,8,2,1,0,3,4,1,2,3,3,0,306,5,0,498,804,0,4,1,3,804,744,0,1548,0,0,2,1,3,1,3,7,6,1,4,5,1976,1,2,440,3,4,2,108,0,0,0,0,0,0,2,2,0,9,2009,8,4
1654,1655,,120,3,24,2280,1,0,3,3,0,2,0,13,2,2,3,2,7,5,1975,1975,1,0,8,2,1,0,3,4,1,2,3,3,0,435,3,622,0,1057,0,4,1,3,1055,0,0,1055,0,1,2,0,2,1,3,4,6,1,1,1,1975,1,2,440,3,4,2,0,27,0,0,0,0,0,2,2,0,8,2009,8,4
1655,1656,,160,3,24,2349,1,0,3,3,0,4,0,13,2,2,3,4,6,5,1977,1977,1,0,8,2,1,0,3,4,1,2,3,3,0,389,5,0,466,855,0,4,1,3,855,601,0,1456,0,0,2,1,3,1,3,6,6,1,4,1,1977,2,2,440,3,4,2,0,28,0,0,0,0,0,2,2,0,5,2009,8,4
1656,1657,,160,3,24,2364,1,0,3,3,0,4,0,13,2,2,4,4,6,5,1978,1978,1,0,8,2,1,0,3,4,1,2,3,3,0,320,5,0,484,804,0,4,1,3,804,744,0,1548,0,1,2,1,3,1,3,7,6,1,4,5,1978,2,2,440,3,4,2,108,0,0,0,0,0,0,2,2,0,7,2009,8,4
1657,1658,,160,3,24,2364,1,0,3,3,0,4,0,13,2,2,4,4,6,5,1978,1978,1,0,8,2,1,0,2,4,1,2,3,3,0,279,5,0,576,855,0,4,1,3,855,601,0,1456,0,0,2,1,3,1,3,6,6,1,4,1,1978,0,2,440,3,4,2,147,0,0,0,0,0,0,2,2,0,4,2009,8,4
1658,1659,,120,3,24,2104,1,0,3,3,0,4,0,13,2,2,4,2,7,6,1976,1976,1,0,8,2,1,0,3,4,1,3,3,3,0,536,5,0,300,836,0,4,1,3,836,0,0,836,0,1,1,0,2,1,3,5,6,0,2,1,1976,2,1,345,3,4,2,150,20,0,0,0,0,0,2,2,0,10,2009,8,4
1659,1660,,20,3,68.58035714,10710,1,0,3,3,0,4,0,12,2,2,0,2,5,7,1966,2004,3,0,6,6,1,165,2,4,2,3,3,3,1,644,5,0,220,864,0,0,1,3,1120,0,0,1120,0,1,1,0,3,1,3,5,6,1,4,1,1966,1,2,656,3,4,2,0,162,0,0,0,0,0,2,2,1200,7,2009,8,4
1660,1661,,60,3,110,14257,1,0,3,3,0,4,0,16,4,2,0,4,9,5,2007,2007,3,0,10,12,2,726,0,4,2,0,3,3,2,1360,5,0,416,1776,0,0,1,3,1794,978,0,2772,1,0,3,1,4,1,0,10,6,3,2,3,2007,0,3,754,3,4,2,135,64,0,0,0,0,0,2,2,0,6,2009,8,4
1661,1662,,60,3,95,12350,1,0,3,3,0,4,0,16,2,2,0,4,9,5,2009,2009,1,0,10,12,1,0,2,4,2,0,3,3,2,986,5,0,379,1365,0,0,1,3,1365,1325,0,2690,1,0,2,1,3,1,0,8,6,1,2,1,2009,1,3,864,3,4,2,0,197,0,0,0,0,0,2,2,0,7,2009,6,5
1662,1663,,20,3,95,12350,1,0,3,3,0,4,0,16,2,2,0,2,9,5,2008,2008,3,0,10,12,2,450,0,4,2,0,3,0,2,1232,5,0,788,2020,0,0,1,3,2020,0,0,2020,1,0,2,0,3,1,0,7,6,1,2,1,2008,1,3,896,3,4,2,192,98,0,0,0,0,0,2,2,0,5,2009,8,4
1663,1664,,20,3,105,13693,1,0,3,3,0,4,0,16,3,3,0,2,10,5,2007,2007,3,0,10,12,2,472,0,4,2,0,3,1,2,2288,5,0,342,2630,0,0,1,3,2674,0,0,2674,2,0,2,1,2,1,0,8,6,2,2,1,2007,0,3,762,3,4,2,360,50,0,0,0,0,0,2,2,0,3,2009,8,4
1664,1665,,20,3,95,11578,1,0,3,3,0,4,0,16,2,2,0,2,9,5,2008,2008,1,0,10,12,2,302,0,4,2,0,3,3,5,0,5,0,1736,1736,0,0,1,3,1736,0,0,1736,0,0,2,0,3,1,0,7,6,1,2,1,2008,1,3,834,3,4,2,319,90,0,0,0,0,0,2,2,0,7,2009,8,4
1665,1666,,20,3,129,16870,1,0,0,3,0,3,0,16,2,2,0,2,8,5,2004,2005,3,0,10,12,1,238,2,4,2,0,3,1,2,1531,5,0,251,1782,0,0,1,3,1782,0,0,1782,1,0,2,0,3,1,2,7,6,2,2,1,2004,0,3,932,3,4,2,99,82,0,0,0,0,0,2,2,0,4,2009,8,4
1666,1667,,60,3,59,23303,1,0,2,3,0,1,0,16,2,2,0,4,8,5,2007,2007,1,0,10,12,2,20,2,4,2,0,3,0,2,1230,5,0,278,1508,0,0,1,3,1508,1012,0,2520,1,0,2,1,5,1,0,10,6,1,2,3,2007,0,3,640,3,4,2,192,273,0,0,0,0,0,2,2,0,6,2009,8,3
1667,1668,,20,3,87,10367,1,0,0,3,0,4,0,16,2,2,0,2,9,5,2008,2008,3,0,10,12,2,284,0,4,2,0,3,2,2,1015,5,0,724,1739,0,0,1,3,1743,0,0,1743,1,0,2,0,3,1,0,8,6,1,2,1,2008,1,3,927,3,4,2,168,45,0,0,0,0,0,2,2,0,6,2009,4,4
1668,1669,,20,3,77,10872,1,0,0,3,0,4,0,16,2,2,0,2,9,5,2006,2006,1,0,10,12,2,122,2,4,2,0,1,0,2,1037,5,0,467,1504,0,0,1,3,1531,0,0,1531,1,0,2,0,2,1,0,6,6,1,2,1,2006,0,3,700,3,4,2,184,52,0,0,0,0,0,2,2,0,2,2009,8,4
1669,1670,,20,3,102,13514,1,0,0,3,0,0,0,16,2,2,0,2,9,5,2008,2008,3,0,10,12,1,285,0,4,2,0,3,3,2,1142,5,0,632,1774,0,0,1,3,1808,0,0,1808,1,0,2,0,3,1,0,7,6,1,2,1,2008,0,3,850,3,4,2,200,26,0,0,0,0,0,2,2,0,3,2009,8,4
1670,1671,,20,3,90,12878,1,0,0,3,0,0,0,16,2,2,0,2,7,5,2003,2004,3,0,10,12,1,418,2,4,2,2,3,3,0,1262,5,0,498,1760,0,0,1,3,1760,0,0,1760,1,0,2,0,3,1,2,8,6,1,2,1,2003,0,2,583,3,4,2,165,190,0,0,0,0,0,2,2,0,6,2009,8,4
1671,1672,,20,3,110,15274,1,0,0,3,0,0,0,16,2,2,0,2,9,5,2003,2003,3,0,10,12,1,724,2,4,2,0,3,3,2,1972,5,0,480,2452,0,0,1,3,2452,0,0,2452,2,0,2,0,3,1,0,10,6,1,2,1,2003,0,3,886,3,4,2,0,116,0,0,0,0,0,2,2,0,7,2009,8,4
1672,1673,,60,3,96,13262,1,0,0,3,0,4,0,16,2,2,0,4,8,5,2003,2004,1,0,10,12,2,186,2,4,2,2,3,3,5,0,5,0,1082,1082,0,0,1,3,1105,1295,0,2400,0,0,3,1,4,1,2,10,6,1,2,3,2003,0,3,730,3,4,2,114,40,0,0,0,0,0,2,2,0,6,2009,8,4
1673,1674,,20,3,70,9658,1,0,0,3,0,4,0,16,2,2,0,2,8,5,2006,2006,1,0,10,12,2,383,2,4,2,2,3,3,5,0,5,0,1598,1598,0,2,1,3,1606,0,0,1606,0,0,2,0,3,1,2,6,6,1,2,1,2006,1,3,871,3,4,2,230,60,0,0,0,0,0,2,2,0,7,2009,8,4
1674,1675,,120,3,47,6904,1,0,0,3,0,4,0,16,2,2,4,2,6,5,2005,2005,1,0,10,12,2,240,2,4,2,2,3,0,0,836,5,0,522,1358,0,0,1,3,1358,0,0,1358,0,0,2,0,2,1,2,6,6,1,2,1,2005,1,2,484,3,4,2,192,36,0,0,0,0,0,2,2,0,8,2009,8,4
1675,1676,,120,3,34,5122,1,0,0,3,0,4,0,16,2,2,3,2,6,5,2005,2005,1,0,10,12,2,135,2,4,2,2,3,0,2,881,5,0,425,1306,0,0,1,3,1306,0,0,1306,1,0,2,0,1,1,2,5,6,1,2,1,2005,1,2,624,3,4,2,170,63,0,0,0,0,0,2,2,0,3,2009,8,4
1676,1677,,120,3,80,10307,1,0,0,3,0,4,0,16,2,2,4,2,7,5,2007,2008,1,0,10,12,2,176,2,4,2,2,3,3,2,876,5,0,474,1350,0,0,1,3,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2008,1,2,484,3,4,2,192,26,0,0,0,0,0,2,2,0,5,2009,8,4
1677,1678,,20,3,100,14836,1,0,0,1,0,4,1,16,2,2,0,2,10,5,2004,2005,3,0,5,5,2,730,0,4,2,0,3,1,2,2146,5,0,346,2492,0,0,1,3,2492,0,0,2492,1,0,2,1,2,1,0,8,6,1,0,1,2004,0,3,949,3,4,2,226,235,0,0,0,0,0,2,2,0,2,2009,8,0
1678,1679,,20,3,117,15262,1,0,0,3,0,0,0,16,2,2,0,2,8,5,2003,2004,3,0,10,12,1,470,2,4,2,0,3,1,2,1557,5,0,643,2200,0,0,1,3,2200,0,0,2200,1,0,2,1,3,1,0,8,6,1,2,1,2003,0,3,685,3,4,2,208,55,0,0,0,0,0,2,2,0,7,2009,8,4
1679,1680,,120,3,44,7390,1,0,0,3,0,4,0,16,2,2,4,2,9,5,2008,2009,3,0,7,8,1,308,0,4,2,0,3,3,2,800,5,0,1084,1884,0,0,1,3,1884,0,0,1884,1,0,2,0,2,1,0,6,6,1,2,1,2008,0,2,649,3,4,2,231,90,0,0,0,0,0,2,2,0,5,2009,6,5
1680,1681,,120,3,48,6472,1,0,3,3,0,4,0,16,2,2,4,2,9,5,2008,2008,3,0,10,12,1,500,0,4,2,0,3,3,5,0,5,0,1451,1451,0,0,1,3,1456,0,0,1456,0,0,2,0,2,1,0,6,6,1,2,1,2008,1,2,539,3,4,2,192,42,0,0,0,0,0,2,2,0,4,2009,8,4
1681,1682,,20,3,129,16770,1,0,3,3,0,0,0,16,2,2,0,2,8,5,2002,2003,3,0,10,12,1,270,2,4,2,0,3,1,2,1196,5,0,516,1712,0,0,1,3,1712,0,0,1712,1,0,2,0,3,1,2,8,6,1,2,1,2002,1,3,701,3,4,2,218,183,0,0,0,0,0,2,2,0,9,2009,8,4
1682,1683,,120,3,48,3480,1,0,3,3,0,4,0,16,2,2,4,2,7,5,2003,2003,1,0,10,12,2,163,2,4,2,2,3,3,5,0,5,0,1405,1405,0,0,1,3,1405,0,0,1405,0,0,2,0,2,1,2,6,6,1,4,1,2003,1,2,478,3,4,2,148,36,0,0,0,0,0,2,2,0,11,2009,8,4
1683,1684,,60,3,63,10928,1,0,3,3,0,4,0,8,6,2,0,4,7,5,2005,2005,1,0,10,12,1,0,2,4,2,2,1,3,5,0,5,0,728,728,0,0,1,3,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,1,2005,0,2,390,3,4,2,100,0,0,0,0,0,0,2,2,0,6,2009,8,4
1684,1685,,60,3,57,8918,1,0,0,3,0,4,0,8,2,2,0,4,6,5,2005,2006,1,0,10,12,1,0,2,4,2,2,3,0,5,0,5,0,745,745,0,0,1,3,745,745,0,1490,0,0,2,1,3,1,2,7,6,1,2,1,2005,0,2,392,3,4,2,36,20,0,0,0,0,0,2,2,0,7,2009,8,4
1685,1686,,120,3,43,3182,1,0,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,0,10,12,1,16,2,4,2,2,3,0,2,16,5,0,1204,1220,0,0,1,3,1220,0,0,1220,0,0,2,0,2,1,2,5,6,1,2,1,2005,0,2,397,3,4,2,100,16,0,0,0,0,0,2,2,0,8,2009,8,4
1686,1687,,80,3,59,9434,1,0,0,3,0,4,0,8,2,2,0,6,7,5,2004,2005,1,0,12,14,1,0,2,4,2,2,3,2,5,0,5,0,384,384,0,0,1,3,744,630,0,1374,0,0,2,1,3,1,2,6,6,1,2,3,2004,0,2,400,3,4,2,100,0,0,0,0,0,0,2,2,0,8,2009,8,4
1687,1688,,60,3,62,7984,1,0,0,3,0,4,0,8,2,2,0,4,7,5,2004,2005,1,0,10,12,1,200,2,4,2,2,3,3,5,0,5,0,868,868,0,0,1,3,868,762,0,1630,0,0,2,1,3,1,2,7,6,1,2,3,2004,0,2,436,3,4,2,120,48,0,0,0,0,0,2,2,0,9,2009,8,4
1688,1689,,60,3,61,10125,1,0,0,3,0,4,0,8,2,2,0,4,7,5,2004,2004,1,0,10,12,1,0,2,4,2,2,3,2,5,0,5,0,846,846,0,0,1,3,846,748,0,1594,0,0,2,1,3,1,2,7,6,1,2,1,2004,0,2,434,3,4,2,300,48,0,0,0,0,0,2,2,0,7,2009,8,4
1689,1690,,60,3,68.58035714,8965,1,0,0,3,0,4,0,8,2,2,0,4,7,5,2003,2003,1,0,10,12,1,0,2,4,2,2,3,3,2,652,5,0,130,782,0,0,1,3,806,683,0,1489,1,0,2,1,3,1,2,8,6,1,2,1,2003,0,2,400,3,4,2,0,75,0,0,0,0,0,2,2,0,6,2009,8,4
1690,1691,,60,3,68.58035714,8174,1,0,0,3,0,4,0,8,2,2,0,4,7,5,2003,2003,1,0,10,12,1,0,2,4,2,2,3,3,2,494,5,0,204,698,0,0,1,3,698,644,0,1342,1,0,2,1,3,1,2,7,6,1,4,1,2003,0,2,393,3,4,2,100,56,0,0,0,0,0,2,2,0,5,2009,8,4
